N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
742,휴스틸,"4,005",하락 40,-0.99%,"1,000","2,250","56,188",3.64,"118,287",7.78,2.10
743,삼성물산우B,"153,100","상승 2,700",+1.80%,100,"2,247","1,468",30.87,"16,987",12.52,N/A
744,선진,"9,430",상승 40,+0.43%,500,"2,242","23,780",7.00,"53,347",3.21,1.25
745,KODEX 금융고배당TOP10,"11,125",하락 180,-1.59%,0,"2,236","20,100",0.08,"420,112",N/A,N/A
746,교촌에프앤비,"4,475",하락 35,-0.78%,500,"2,236","49,965",1.44,"70,812",13.64,1.19
747,SOL 26-12 회사채(AA-이상)액티브,"52,250",상승 5,+0.01%,0,"2,219","4,246",0.08,850,N/A,N/A
748,에어부산,"1,900",상승 176,+10.21%,"1,000","2,216","116,640",1.19,"21,568,086",-4.52,1.48
749,KODEX 금액티브,"12,980",하락 55,-0.42%,0,"2,212","17,040",0.17,"287,121",N/A,N/A
750,HDC랩스,"8,500",하락 30,-0.35%,500,"2,206","25,958",4.57,"4,691",10.39,7.23
751,삼일제약,"10,170",하락 110,-1.07%,500,"2,206","21,692",3.67,"167,019",-8.15,-3.70
752,KSS해운,"9,520",하락 50,-0.52%,500,"2,198","23,086",7.60,"35,478",4.03,12.09
753,이연제약,"11,810",하락 210,-1.75%,500,"2,195","18,587",0.72,"34,730",-15.42,1.67
754,송원산업,"9,120",하락 140,-1.51%,500,"2,189","24,000",14.18,"31,398",10.21,6.17
755,도화엔지니어링,"6,480",상승 120,+1.89%,500,"2,185","33,720",0.50,"66,356",-69.68,-2.00
756,JW생명과학,"13,750",상승 90,+0.66%,"2,500","2,177","15,835",11.40,"133,767",4.58,24.45
757,ACE KPOP포커스,"10,480",하락 120,-1.13%,0,"2,175","20,750",1.31,"333,139",N/A,N/A
758,신한 인버스0.5X S&P500 VIX S/T선물 ETN,"36,150",상승 25,+0.07%,0,"2,169","6,000",0.00,85,N/A,N/A
759,TIMEFOLIO 글로벌우주테크&방산액티브,"19,140",하락 115,-0.60%,0,"2,163","11,300",0.18,"86,514",N/A,N/A
760,환인제약,"11,610",보합 0,0.00%,500,"2,159","18,600",11.36,"22,715",14.25,6.37
761,SOL 코리아고배당,"11,050",하락 95,-0.85%,0,"2,138","19,350",0.25,"890,296",N/A,N/A
762,신한서부티엔디리츠,"3,705",상승 5,+0.14%,"1,000","2,134","57,605",0.93,"96,897",26.85,-1.46
763,RISE 미국테크100데일리고정커버드콜,"11,370",상승 30,+0.26%,0,"2,132","18,750",0.06,"381,541",N/A,N/A
764,다올투자증권,"3,495",하락 30,-0.85%,"5,000","2,129","60,911",5.13,"45,020",19.10,-7.83
765,삼영전자,"10,640",하락 10,-0.09%,500,"2,128","20,000",37.77,"27,462",18.63,2.09
766,화승인더,"3,845",하락 65,-1.66%,500,"2,127","55,320",9.21,"99,993",9.56,11.73
767,TIGER 미국초단기(3개월이하)국채,"10,165",하락 30,-0.29%,0,"2,115","20,810",0.02,"1,173,080",N/A,N/A
768,ACE 엔비디아밸류체인액티브,"15,545",상승 105,+0.68%,0,"2,114","13,600",0.01,"587,732",N/A,N/A
769,1Q 단기금융채액티브,"108,800",상승 5,0.00%,0,"2,111","1,940",0.07,"20,320",N/A,N/A
770,KODEX AI반도체핵심장비,"16,395",상승 240,+1.49%,0,"2,107","12,850",0.92,"524,902",N/A,N/A
771,현대약품,"6,570","상한가 1,510",+29.84%,500,"2,102","32,000",1.24,"3,543,153",273.75,-0.70
772,KODEX 삼성전자채권혼합,"12,960",상승 30,+0.23%,0,"2,100","16,200",0.06,"549,268",N/A,N/A
773,삼양패키징,"13,900",하락 150,-1.07%,"5,000","2,094","15,068",3.66,"18,817",12.76,5.42
774,토니모리,"8,700",하락 70,-0.80%,200,"2,093","24,055",2.88,"99,410",11.24,15.98
775,삼익THK,"9,960",보합 0,0.00%,500,"2,092","21,000",36.28,0,-4.93,0.76
776,CJ우,"92,400","하락 1,600",-1.70%,"5,000","2,088","2,260",15.88,"6,243",8.46,N/A
777,삼성 레버리지 천연가스 선물 ETN C,"4,175",상승 135,+3.34%,0,"2,088","50,000",0.00,"1,376,970",N/A,N/A
778,KODEX K방산TOP10,"9,635",상승 365,+3.94%,0,"2,081","21,600",0.40,"1,264,346",N/A,N/A
779,LG우,"69,000","하락 1,000",-1.43%,"5,000","2,078","3,011",42.22,"9,236",15.59,N/A
780,한화갤러리아,"1,070",하락 10,-0.93%,500,"2,074","193,860",1.27,"206,880",-5.94,-2.31
781,웅진,"2,595",하락 65,-2.44%,500,"2,074","79,927",12.17,"628,497",2.13,4.50
782,미원화학,"94,000",보합 0,0.00%,"1,000","2,067","2,199",0.37,138,8.16,17.55
783,AJ네트웍스,"4,565",상승 25,+0.55%,"1,000","2,066","45,253",4.18,"179,208",7.99,5.05
784,하나제약,"11,620",하락 70,-0.60%,500,"2,065","17,773",0.00,"17,231",16.25,7.24
785,에이플러스에셋,"9,100",상승 530,+6.18%,500,"2,057","22,608",7.34,"587,477",10.32,1.65
786,대신증권2우B,"20,450",보합 0,0.00%,"5,000","2,045","10,000",7.20,"17,762",8.13,N/A
787,TIGER 배당커버드콜액티브,"13,380",상승 160,+1.21%,0,"2,012","15,040",0.16,"259,921",N/A,N/A
788,TIGER 차이나CSI300,"12,845",상승 60,+0.47%,0,"2,010","15,650",1.32,"52,658",N/A,N/A
789,경방,"7,310",하락 90,-1.22%,500,"2,004","27,415",1.25,"58,649",4.59,3.15
790,TIGER 증권,"10,305",하락 65,-0.63%,0,"2,003","19,440",0.92,"423,123",N/A,N/A
791,미래에셋 CD금리 플러스 ETN,"100,105",상승 5,0.00%,0,"2,002","2,000",0.00,14,N/A,N/A
792,한솔제지,"8,410",하락 70,-0.83%,"5,000","2,002","23,801",5.45,"54,927",-7.60,-4.31
793,금강공업,"6,810",상승 500,+7.92%,"1,000","1,997","29,329",0.96,"3,125,631",-12.43,1.40
794,SOL 미국배당다우존스(H),"10,950",하락 40,-0.36%,0,"1,993","18,200",0.03,"118,749",N/A,N/A
795,삼화전기,"30,100",상승 50,+0.17%,"1,000","1,991","6,614",26.71,"13,604",22.53,24.50
796,동양,828,하락 53,-6.02%,500,"1,976","238,684",1.60,"6,671,348",-2.54,-9.94
797,NH올원리츠,"3,595",하락 15,-0.42%,500,"1,975","54,929",2.34,"63,334",-69.13,-0.41
798,GS글로벌,"2,390",하락 20,-0.83%,"2,500","1,973","82,534",2.32,"357,641",6.69,11.36
799,한미글로벌,"18,000",하락 270,-1.48%,500,"1,972","10,958",4.82,"35,481",8.10,10.28
800,해태제과식품,"6,770",하락 100,-1.46%,500,"1,971","29,117",0.75,"33,588",8.20,11.37
801,KODEX 신재생에너지액티브,"30,300",하락 290,-0.95%,0,"1,970","6,500",0.58,"91,080",N/A,N/A
802,한국공항,"61,500","하락 1,200",-1.91%,"5,000","1,947","3,166",10.53,"3,193",5.50,11.30
803,알루코,"2,005",하락 5,-0.25%,500,"1,941","96,830",2.62,"193,199",16.57,6.16
804,한솔테크닉스,"6,030",상승 30,+0.50%,"1,000","1,936","32,110",10.26,"87,397",14.02,1.88
805,금호석유화학우,"63,900",상승 800,+1.27%,"5,000","1,932","3,023",16.80,"14,086",5.44,N/A
806,SOL 미국S&P500,"20,950",보합 0,0.00%,0,"1,927","9,200",0.01,"72,408",N/A,N/A
807,TIGER 차이나과창판STAR50(합성),"11,530",상승 265,+2.35%,0,"1,926","16,700",0.59,"145,677",N/A,N/A
808,RISE 단기국공채액티브,"114,290",하락 35,-0.03%,0,"1,913","1,674",0.00,"1,806",N/A,N/A
809,미창석유,"109,900",하락 500,-0.45%,"5,000","1,912","1,740",34.27,"3,154",3.84,13.54
810,ACE 미국빅테크7+데일리타겟커버드콜(합성),"13,315",상승 70,+0.53%,0,"1,904","14,300",0.04,"145,019",N/A,N/A
811,퍼스텍,"3,900",보합 0,0.00%,500,"1,902","48,772",11.40,"235,774",12.91,17.33
812,이월드,"1,340",보합 0,0.00%,"1,000","1,900","141,806",0.91,"123,957",-8.43,-8.78
813,S-Oil우,"47,200",보합 0,0.00%,"2,500","1,898","4,022",14.40,"11,278",-30.61,N/A
814,1Q CD금리액티브(합성),"102,765",상승 5,0.00%,0,"1,892","1,841",0.00,"2,598",N/A,N/A
815,TIMEFOLIO 차이나AI테크액티브,"13,955",상승 325,+2.38%,0,"1,891","13,550",3.75,"300,290",N/A,N/A
816,LG헬로비전,"2,375",하락 20,-0.84%,"2,500","1,839","77,447",4.66,"91,056",-1.79,-21.05
817,CJ제일제당 우,"138,500",하락 800,-0.57%,"5,000","1,838","1,327",31.87,"3,561",38.06,N/A
818,롯데하이마트,"7,750",하락 40,-0.51%,"5,000","1,830","23,608",2.85,"12,026",-0.60,-28.05
819,대창단조,"6,380",상승 60,+0.95%,500,"1,823","28,572",7.56,"43,641",5.75,11.86
820,ACE 미국대형가치주액티브,"10,285",상승 5,+0.05%,0,"1,820","17,700",0.00,"154,851",N/A,N/A
821,경농,"9,320",상승 10,+0.11%,500,"1,820","19,523",0.66,"7,093",10.47,6.97
822,코오롱글로벌,"9,600",하락 270,-2.74%,"5,000","1,818","18,933",0.82,"19,023",2.42,4.15
823,KIWOOM CD금리액티브(합성),"108,365",하락 20,-0.02%,0,"1,815","1,675",0.00,604,N/A,N/A
824,콘텐트리중앙,"9,420",하락 180,-1.87%,"5,000","1,814","19,262",1.27,"26,780",-2.30,-72.01
825,계룡건설,"20,200","하락 1,050",-4.94%,"5,000","1,804","8,931",7.77,"121,923",2.37,5.76
826,일진다이아,"12,640",상승 10,+0.08%,"1,000","1,795","14,203",3.16,"15,055",16.48,3.16
827,ACE 미국AI테크핵심산업액티브,"9,440",하락 85,-0.89%,0,"1,794","19,000",0.00,"857,437",N/A,N/A
828,KODEX 차이나항셍테크,"9,180",상승 20,+0.22%,0,"1,786","19,450",0.34,"300,917",N/A,N/A
829,한국석유,"14,050",하락 130,-0.92%,500,"1,784","12,694",3.47,"35,906",21.75,6.93
830,진양홀딩스,"3,170",하락 185,-5.51%,500,"1,772","55,895",1.81,"409,627",7.00,4.21
831,HK 종합채권(AA-이상)액티브,"109,165",보합 0,0.00%,0,"1,770","1,621",0.00,0,N/A,N/A
832,진원생명과학,"2,070",보합 0,0.00%,"1,000","1,768","85,410",8.25,"270,372",-3.31,-49.25
833,동화약품,"6,250",상승 40,+0.64%,"1,000","1,746","27,931",3.53,"71,961",22.98,1.49
834,1Q 미국S&P500,"12,295",보합 0,0.00%,0,"1,734","14,100",0.01,"251,725",N/A,N/A
835,만호제강,"41,600","하락 2,000",-4.59%,"1,000","1,726","4,150",0.42,"3,935",-338.21,-1.92
836,SOL 2차전지소부장Fn,"5,725",상승 380,+7.11%,0,"1,723","30,100",1.11,"1,502,314",N/A,N/A
837,와이투솔루션,"4,680",상승 330,+7.59%,"2,500","1,712","36,574",4.87,"3,599,706",-37.44,6.25
838,한세예스24홀딩스,"4,275",하락 55,-1.27%,500,"1,710","40,000",2.10,"32,203",-4.16,0.90
839,조선내화,"14,360",하락 40,-0.28%,500,"1,702","11,855",0.40,"5,449",-21.02,2.68
840,신원,"1,531",상승 2,+0.13%,500,"1,694","110,626",3.19,"825,821",-69.59,2.81
841,한국주철관,"7,400",하락 70,-0.94%,500,"1,687","22,800",2.66,"38,525",11.23,3.88
842,이구산업,"5,030",하락 30,-0.59%,500,"1,682","33,442",3.45,"153,345",21.59,9.61
843,1Q K200액티브,"19,190",상승 260,+1.37%,0,"1,670","8,700",0.01,"53,443",N/A,N/A
844,삼성제약,"1,773",상한가 409,+29.99%,500,"1,669","94,162",2.69,"15,169,389",3.13,-15.36
845,노루페인트,"8,330",하락 130,-1.54%,500,"1,666","20,000",6.69,"49,207",8.64,9.00
846,그린케미칼,"6,890",상승 60,+0.88%,500,"1,654","24,000",2.54,"32,470",17.31,6.75
847,한독,"11,990",상승 130,+1.10%,500,"1,650","13,764",2.11,"19,397",-3.79,-16.79
848,TIGER 200TR,"34,350",상승 460,+1.36%,0,"1,649","4,800",0.22,"27,833",N/A,N/A
849,TIGER 반도체TOP10레버리지,"15,670",상승 720,+4.82%,0,"1,645","10,500",2.52,"1,075,719",N/A,N/A
850,DH오토넥스,"1,984",보합 0,0.00%,500,"1,644","82,874",0.68,0,1.10,-257.52
851,현대비앤지스틸,"10,850",하락 10,-0.09%,"5,000","1,636","15,079",2.84,"16,300",11.98,4.95
852,동국씨엠,"5,470",하락 80,-1.44%,"5,000","1,635","29,899",21.46,"38,882",-6.16,6.45
853,자이에스앤디,"4,210",상승 75,+1.81%,"1,000","1,633","38,783",0.73,"251,179",5.76,0.31
854,대교,"1,925",상승 6,+0.31%,500,"1,631","84,703",1.74,"7,741",-16.59,0.21
855,삼양통상,"54,300","하락 1,000",-1.81%,"5,000","1,629","3,000",3.31,933,12.27,2.54
856,SOL 27-12 회사채(AA-이상)액티브,"49,875",보합 0,0.00%,0,"1,629","3,266",0.04,14,N/A,N/A
857,PLUS 고배당주위클리커버드콜,"9,250",하락 120,-1.28%,0,"1,628","17,600",0.05,"375,126",N/A,N/A
858,TIGER 미국AI전력SMR,"8,420",하락 95,-1.12%,0,"1,621","19,250",0.00,"859,072",N/A,N/A
859,무림P&P,"2,595",상승 5,+0.19%,"2,500","1,618","62,368",1.26,"21,675",-12.91,3.58
860,조일알미늄,"1,275",하락 1,-0.08%,500,"1,615","126,632",0.99,"171,405",14.17,5.62
861,TIGER 미국MSCI리츠(합성 H),"12,515",하락 15,-0.12%,0,"1,608","12,850",0.02,"17,680",N/A,N/A
862,한국화장품,"9,970",상승 10,+0.10%,500,"1,602","16,068",1.52,"100,374",34.86,16.44
863,모나용평,"3,325",상승 25,+0.76%,"5,000","1,600","48,133",1.79,"94,106",21.73,2.06
864,유화증권,"2,820",보합 0,0.00%,"1,000","1,599","56,702",1.19,"19,776",15.93,3.50
865,KCTC,"5,330",보합 0,0.00%,500,"1,599","30,000",4.37,"116,922",7.20,9.06
866,대한화섬,"120,100",상승 700,+0.59%,"5,000","1,595","1,328",0.28,560,20.90,-0.35
867,삼화페인트,"5,860",하락 20,-0.34%,500,"1,594","27,203",11.34,"22,853",19.60,4.87
868,RISE 국고채10년액티브,"104,120",하락 200,-0.19%,0,"1,590","1,527",0.00,"9,762",N/A,N/A
869,강남제비스코,"12,210",하락 160,-1.29%,500,"1,587","13,000",6.79,"13,684",26.84,2.16
870,사조동아원,"1,121",하락 11,-0.97%,500,"1,582","141,145",1.06,"731,450",6.37,9.45
871,SOL 조선TOP3플러스레버리지,"17,355",상승 725,+4.36%,0,"1,579","9,100",0.20,"519,027",N/A,N/A
872,대동전자,"15,040",보합 0,0.00%,500,"1,578","10,490",39.28,0,"1,367.27",4.93
873,TIGER 코리아밸류업,"17,015",상승 290,+1.73%,0,"1,574","9,250",1.66,"134,232",N/A,N/A
874,TIGER 2차전지TOP10레버리지,"1,652",상승 125,+8.19%,0,"1,574","95,250",0.87,"8,062,042",N/A,N/A
875,신한 레버리지 금 선물 ETN,"78,610",하락 550,-0.69%,0,"1,572","2,000",0.00,752,N/A,N/A
876,ACE 미국500데일리타겟커버드콜(합성),"11,040",상승 10,+0.09%,0,"1,568","14,200",0.05,"201,752",N/A,N/A
877,미원홀딩스,"67,400",보합 0,0.00%,500,"1,564","2,320",0.40,7,6.48,10.23
878,KBI동양철관,"1,955",하락 20,-1.01%,"1,000","1,562","79,901",3.14,"1,252,066",-217.22,-20.13
879,KODEX 미국10년국채액티브(H),"10,075",하락 35,-0.35%,0,"1,560","15,480",0.33,"186,960",N/A,N/A
880,KODEX 미국배당다우존스타겟커버드콜,"9,550",하락 45,-0.47%,0,"1,557","16,300",0.09,"95,058",N/A,N/A
881,WON 전단채플러스액티브,"51,875",상승 10,+0.02%,0,"1,556","3,000",0.01,"1,556",N/A,N/A
882,유수홀딩스,"5,970",하락 40,-0.67%,"2,500","1,555","26,042",20.53,"14,628",10.07,4.87
883,1Q 미국S&P500미국채혼합50액티브,"11,600",하락 10,-0.09%,0,"1,554","13,400",0.06,"321,258",N/A,N/A
884,TIGER 소프트웨어,"9,595",보합 0,0.00%,0,"1,549","16,140",1.33,"240,295",N/A,N/A
885,TIGER 미국배당다우존스타겟데일리커버드콜,"9,230",하락 20,-0.22%,0,"1,546","16,750",0.05,"160,022",N/A,N/A
886,아모레퍼시픽홀딩스3우C,"21,750",하락 200,-0.91%,500,"1,543","7,092",3.09,"11,537",17.84,N/A
887,웅진씽크빅,"1,335",하락 15,-1.11%,500,"1,542","115,506",3.62,"246,829",-4.91,-6.44
888,미래에셋증권우,"10,920",하락 60,-0.55%,"5,000","1,537","14,076",11.36,"37,865",6.27,N/A
889,KODEX 삼성그룹밸류,"12,915",하락 5,-0.04%,0,"1,537","11,900",0.02,"47,916",N/A,N/A
890,TIGER 글로벌혁신블루칩TOP10,"20,315",상승 190,+0.94%,0,"1,534","7,550",0.02,"12,829",N/A,N/A
891,KODEX 미국S&P500선물(H),"30,400",상승 60,+0.20%,0,"1,520","5,000",0.02,"9,600",N/A,N/A
892,삼성 레버리지 은 선물 ETN(H),"50,510",하락 135,-0.27%,0,"1,515","3,000",0.00,"23,836",N/A,N/A
893,태경산업,"5,180",하락 50,-0.96%,500,"1,514","29,229",2.59,"25,286",7.88,6.63
894,하나 레버리지 반도체 ETN,"60,555","상승 2,870",+4.98%,0,"1,514","2,500",0.00,24,N/A,N/A
895,HS애드,"9,080",하락 140,-1.52%,"1,000","1,504","16,567",34.64,"21,017",11.67,11.77
896,효성ITX,"12,990",하락 50,-0.38%,500,"1,501","11,558",1.00,"3,389",12.82,16.71
897,금호건설,"4,030",하락 160,-3.82%,"5,000","1,491","36,997",1.99,"153,703",6.84,-64.49
898,이지스레지던스리츠,"4,030",상승 10,+0.25%,"1,000","1,486","36,866",1.23,"45,029",10.25,1.18
899,KoAct 글로벌AI&로봇액티브,"21,220",상승 170,+0.81%,0,"1,485","7,000",0.08,"373,264",N/A,N/A
900,신라교역,"9,260",하락 40,-0.43%,500,"1,482","16,000",4.01,"10,586",10.56,6.75
902,효성화학,"38,900",보합 0,0.00%,"5,000","1,475","3,792",2.38,0,0.41,"10,663.68"
903,텔코웨어,"15,870",하락 80,-0.50%,500,"1,466","9,240",1.29,"14,584",26.81,4.48
904,KODEX 28-12 회사채(AA-이상)액티브,"9,960",상승 15,+0.15%,0,"1,457","14,630",0.00,"1,714",N/A,N/A
905,신세계푸드,"37,500",하락 300,-0.79%,"5,000","1,452","3,872",5.91,"10,076",6.11,3.84
906,디와이파워,"13,150",상승 60,+0.46%,500,"1,452","11,042",10.94,"48,581",5.46,7.87
907,디씨엠,"12,730",상승 20,+0.16%,500,"1,451","11,400",4.14,"4,370",15.89,7.54
908,NPC,"3,930",보합 0,0.00%,500,"1,443","36,720",1.54,"15,701",-18.63,18.88
909,TIMEFOLIO 미국나스닥100채권혼합50액티브,"11,695",하락 5,-0.04%,0,"1,438","12,300",0.09,"247,194",N/A,N/A
910,PLUS 한화그룹주,"24,310",상승 610,+2.57%,0,"1,434","5,900",0.12,"96,198",N/A,N/A
911,한투 나스닥 100 ETN,"28,560",상승 70,+0.25%,0,"1,428","5,000",0.00,62,N/A,N/A
912,일동홀딩스,"12,370",하락 60,-0.48%,"1,000","1,428","11,540",2.35,"81,946",2.11,72.94
913,티와이홀딩스,"2,815",하락 30,-1.05%,500,"1,420","50,429",1.35,"53,871",-2.73,-13.51
914,사조씨푸드,"8,220",하락 250,-2.95%,"1,000","1,415","17,219",5.14,"22,710",9.38,5.19
915,경보제약,"5,920",하락 160,-2.63%,500,"1,415","23,907",1.55,"26,432",59.80,3.19
916,샘표,"49,200",상승 50,+0.10%,"1,000","1,415","2,876",3.72,"3,751",11.26,3.26
917,한진중공업홀딩스,"4,780",하락 5,-0.10%,"5,000","1,412","29,530",2.59,"69,195",2.11,15.51
918,한국무브넥스,"4,625",하락 75,-1.60%,"1,000","1,408","30,450",4.13,"4,031,717",4.72,12.57
919,KEC,699,하락 2,-0.29%,500,"1,403","200,763",4.92,"453,329",-7.21,-3.26
920,미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,"23,375",하락 55,-0.23%,0,"1,402","6,000",0.00,"4,672",N/A,N/A
921,대성홀딩스,"8,710",하락 180,-2.02%,"1,000","1,401","16,089",2.53,"20,079",5.57,7.48
922,한국제지,736,상승 1,+0.14%,"1,000","1,400","190,178",0.28,"31,619",-66.91,0.93
923,RISE 26-11 회사채(AA-이상)액티브,"50,065",상승 20,+0.04%,0,"1,399","2,794",0.00,"1,190",N/A,N/A
924,티에이치엔,"7,720",하락 80,-1.03%,500,"1,390","18,000",9.53,"332,144",2.75,24.54
925,RISE 국고채3년,"107,805",하락 65,-0.06%,0,"1,389","1,288",0.00,"8,324",N/A,N/A
926,ACE 미국WideMoat동일가중,"31,100",상승 110,+0.35%,0,"1,387","4,460",0.02,"17,550",N/A,N/A
928,KODEX 성장주,"23,900",상승 615,+2.64%,0,"1,386","5,800",0.01,"2,377",N/A,N/A
929,KH 필룩스,"5,310",보합 0,0.00%,100,"1,382","26,020",14.29,0,-2.81,-10.09
930,하나 Solactive 2X US Tech Top 10 ETN(H),"137,505",상승 30,+0.02%,0,"1,375","1,000",0.00,2,N/A,N/A
931,유니퀘스트,"6,330",하락 110,-1.71%,500,"1,367","21,600",56.75,"81,579",18.45,2.37
932,KODEX 배당가치,"19,795",하락 70,-0.35%,0,"1,366","6,900",0.03,"25,140",N/A,N/A
933,TIGER 미국AI소프트웨어TOP4Plus,"11,240",상승 95,+0.85%,0,"1,366","12,150",0.98,"181,900",N/A,N/A
934,신영와코루,"15,100",하락 310,-2.01%,500,"1,359","9,000",26.35,"45,201",16.43,1.06
935,KODEX 국채선물10년인버스,"56,965",상승 135,+0.24%,0,"1,357","2,382",0.00,"1,327",N/A,N/A
936,경인양행,"3,260",상승 215,+7.06%,500,"1,357","41,616",3.52,"10,380,096",17.72,6.56
937,남선알미늄,"1,051",하락 1,-0.10%,500,"1,357","129,079",2.73,"228,157",-4.27,-8.90
938,TIGER 골드선물(H),"26,025",하락 120,-0.46%,0,"1,353","5,200",0.06,"25,511",N/A,N/A
939,ACE 미국빅테크TOP7 Plus레버리지(합성),"43,490",상승 255,+0.59%,0,"1,348","3,100",0.03,"28,912",N/A,N/A
940,태경비케이,"4,870",상승 35,+0.72%,500,"1,343","27,583",3.42,"89,758",5.03,13.26
941,세아특수강,"15,660",하락 60,-0.38%,"5,000","1,342","8,570",0.71,"10,554",6.95,3.34
942,아주스틸,"3,460",하락 50,-1.42%,500,"1,341","38,755",14.66,"9,410",-1.24,-62.88
943,코스맥스비티아이,"13,920",상승 10,+0.07%,500,"1,337","9,604",6.65,"49,626",10.99,6.81
944,HDC현대EP,"4,190",하락 15,-0.36%,500,"1,337","31,900",2.75,"45,533",4.24,5.82
945,제일파마홀딩스,"8,340",보합 0,0.00%,500,"1,332","15,973",9.86,"7,970",-4.53,-16.33
946,RISE 국고채3년선물인버스,"113,380",상승 60,+0.05%,0,"1,323","1,167",0.00,4,N/A,N/A
948,샘표식품,"28,900",하락 350,-1.20%,500,"1,320","4,568",6.76,"11,290",5.70,4.17
949,동부건설,"5,740",하락 220,-3.69%,"5,000","1,317","22,947",2.64,"144,545",86.97,-20.52
950,일신석재,"1,699",상승 20,+1.19%,500,"1,316","77,457",1.98,"492,627",-212.38,2.45
951,KODEX 코리아소버린AI,"10,805",하락 20,-0.18%,0,"1,313","12,150",3.99,"419,044",N/A,N/A
952,신흥,"13,760",상승 30,+0.22%,500,"1,307","9,500",2.08,999,28.61,4.56
953,ACE 우량회사채(AA-이상)액티브,"98,865",상승 50,+0.05%,0,"1,306","1,321",0.09,407,N/A,N/A
954,키다리스튜디오,"3,515",하락 55,-1.54%,500,"1,303","37,064",2.93,"82,205",502.14,-3.73
955,삼성 인버스 2X WTI원유 선물 ETN,87,하락 2,-2.25%,0,"1,302","1,497,000",0.01,"21,923,566",N/A,N/A
956,HS화성,"12,800",상승 80,+0.63%,"5,000","1,299","10,150",2.58,"35,807",3.91,3.17
957,TIGER 인도빌리언컨슈머,"11,150",하락 55,-0.49%,0,"1,299","11,650",0.02,"22,024",N/A,N/A
958,한솔홀딩스,"3,150",하락 30,-0.94%,"1,000","1,292","41,027",6.95,"68,977",17.70,0.36
959,대호에이엘,"1,479",하락 264,-15.15%,500,"1,288","87,072",1.99,"1,347,095",29.58,1.47
960,경동도시가스,"21,700",하락 100,-0.46%,"2,500","1,279","5,895",8.81,"11,037",4.14,6.61
961,태림포장,"1,805",상승 51,+2.91%,500,"1,278","70,806",1.00,"158,184",-8.68,-6.82
962,한투 S&P500 선물 ETN,"25,520",보합 0,0.00%,0,"1,276","5,000",0.00,21,N/A,N/A
963,현대리바트,"6,210",하락 140,-2.20%,"1,000","1,275","20,535",4.37,"43,828",11.92,3.73
964,RISE 대형고배당10TR,"37,500",상승 605,+1.64%,0,"1,275","3,400",0.05,"107,730",N/A,N/A
965,아시아나IDT,"11,470",상승 290,+2.59%,500,"1,273","11,100",0.74,"175,014",10.68,7.06
966,TIGER BBIG,"7,165",상승 10,+0.14%,0,"1,272","17,750",0.31,"89,070",N/A,N/A
967,ACE 중국본토CSI300,"35,485",상승 425,+1.21%,0,"1,270","3,580",0.05,"20,421",N/A,N/A
968,동방,"2,645",하락 45,-1.67%,"1,000","1,269","47,972",5.82,"223,681",8.29,13.73
